epoch,running_time,training_loss,training_rmse,validation_loss,validation_rmse,validation_mae
0,79.890625,8317.80788230896,16.83713722229004,1142.5999603271484,16.585590362548828,15.135397911071777
1,68.09375,4025.2496058940887,11.712778091430664,209.23254573345184,7.097385406494141,4.721578121185303
2,58.875,1331.9344577789307,6.737596035003662,169.29422068595886,6.384175777435303,3.9932711124420166
3,62.640625,1185.0091631412506,6.35513162612915,156.87922847270966,6.145631790161133,3.806988477706909
4,60.9375,1092.854324221611,6.103020668029785,140.38851404190063,5.81365966796875,3.5878026485443115
5,59.75,1029.2066358327866,5.92263650894165,135.30350482463837,5.707400321960449,3.483649253845215
6,63.96875,993.9000689387321,5.820161819458008,130.1094366312027,5.596780300140381,3.4402685165405273
7,61.59375,971.9405558109283,5.755506992340088,127.34306961297989,5.536961078643799,3.404086112976074
8,62.25,954.3218421339989,5.7031025886535645,125.46181255578995,5.495909690856934,3.3752248287200928
9,61.28125,936.5231192708015,5.649667739868164,126.39342868328094,5.516276836395264,3.372638702392578
10,62.09375,926.3367995619774,5.618859767913818,125.14636433124542,5.4889960289001465,3.357217311859131
11,64.859375,919.1703408360481,5.597082138061523,123.7529816031456,5.458353042602539,3.334897041320801
12,60.59375,911.6583132147789,5.574163436889648,123.71416717767715,5.457496643066406,3.328730344772339
13,61.71875,901.5564607381821,5.543196201324463,122.2141826748848,5.424310684204102,3.3330373764038086
14,63.21875,896.4055123925209,5.527338027954102,121.02430641651154,5.397840976715088,3.330522060394287
15,63.625,889.5899457931519,5.506283760070801,119.83940333127975,5.37135124206543,3.3101930618286133
16,63.625,881.2121977210045,5.480294227600098,119.60705196857452,5.366142749786377,3.2872908115386963
17,90.1875,872.9185807108879,5.454444408416748,121.23224812746048,5.4024763107299805,3.3149960041046143
18,108.71875,869.1685156822205,5.442717552185059,119.09364306926727,5.354612827301025,3.292935371398926
19,110.078125,862.5151324272156,5.421844482421875,119.32465201616287,5.359804153442383,3.3036680221557617
20,63.75,858.0177048444748,5.407689571380615,119.40775084495544,5.361669540405273,3.304715871810913
21,62.0,851.9018518328667,5.3883819580078125,118.45321816205978,5.3401970863342285,3.2757623195648193
22,72.0625,845.9911107420921,5.36965799331665,118.03765827417374,5.3308210372924805,3.2881603240966797
23,66.40625,836.7308456301689,5.340188026428223,120.83757936954498,5.393675804138184,3.342349052429199
24,133.421875,832.2302250862122,5.325807094573975,119.8272311091423,5.371079444885254,3.365994691848755
25,77.671875,827.5191885828972,5.31071138381958,115.32230150699615,5.269148826599121,3.281496286392212
26,68.703125,819.3169979453087,5.284327030181885,116.25647401809692,5.290447235107422,3.268829107284546
27,67.671875,814.6296387910843,5.269189357757568,117.01938337087631,5.3077778816223145,3.3308823108673096
28,68.875,812.030599296093,5.260776519775391,117.83447802066803,5.326231002807617,3.324894428253174
29,69.125,807.2693084478378,5.245330810546875,121.15243244171143,5.400697231292725,3.3810784816741943
30,77.78125,801.7880813479424,5.227494239807129,117.77234137058258,5.324826240539551,3.325944662094116
31,54.21875,797.4247881770134,5.213253021240234,116.31921416521072,5.291874408721924,3.276886224746704
32,64.890625,791.4826458692551,5.193790435791016,117.17141354084015,5.31122350692749,3.323899269104004
33,66.921875,791.3274732232094,5.193281173706055,117.32552003860474,5.31471586227417,3.3059089183807373
34,107.421875,794.0076687335968,5.20206880569458,115.15030443668365,5.2652177810668945,3.262509822845459
35,98.984375,781.2024915218353,5.159949779510498,116.69413048028946,5.300395488739014,3.3118350505828857
36,115.796875,782.0389796495438,5.162712574005127,114.71545243263245,5.255266189575195,3.245143175125122
37,74.015625,771.2328337430954,5.126917839050293,115.07053536176682,5.263393402099609,3.261735439300537
38,64.828125,776.125831246376,5.143155574798584,112.5583947300911,5.205623149871826,3.2403781414031982
39,62.890625,761.2453774809837,5.0936102867126465,112.20326161384583,5.197404861450195,3.22025203704834
40,63.046875,756.9944536685944,5.079374313354492,110.70260232686996,5.162531852722168,3.162008047103882
41,62.65625,765.3886042237282,5.107458591461182,109.3473230600357,5.130832672119141,3.1895580291748047
42,63.953125,749.0787262320518,5.0527448654174805,111.76995187997818,5.18735933303833,3.1931984424591064
43,63.125,748.4633215069771,5.050668716430664,110.2729561328888,5.152503967285156,3.186612844467163
44,62.609375,749.436029613018,5.053951263427734,110.23751032352448,5.151675701141357,3.1683835983276367
45,62.765625,754.7867629528046,5.071958541870117,108.97394269704819,5.122066497802734,3.1787517070770264
46,62.609375,742.9180923700333,5.031923294067383,110.41480177640915,5.155816078186035,3.1946775913238525
47,63.1875,747.8498026132584,5.048598289489746,107.39992129802704,5.084939002990723,3.129133701324463
48,62.609375,731.8342278003693,4.99424409866333,109.01259106397629,5.122973918914795,3.164853811264038
49,63.390625,734.7758303284645,5.004276275634766,107.976189494133,5.0985636711120605,3.1302475929260254
